date,us_cpi,us_unrate,us_fedfunds,us_10y,us_cpi_mom_pct,us_cpi_yoy_pct,us_cpi_roll3,us_cpi_roll6,us_unrate_mom_pct,us_unrate_yoy_pct,us_unrate_roll3,us_unrate_roll6,us_fedfunds_mom_pct,us_fedfunds_yoy_pct,us_fedfunds_roll3,us_fedfunds_roll6,us_10y_mom_pct,us_10y_yoy_pct,us_10y_roll3,us_10y_roll6,risk_score,alerts,risk_level,z_cpi,z_unrate,z_fedfunds,z_10y,macro_stress_index,stress_level,macro_strategy
2020-03-01,258.076,4.4,0.65,0.87,-0.4528447444551498,1.4940399642909163,258.81766666666664,258.35283333333336,25.714285714285733,15.789473684210533,3.8333333333333335,3.716666666666667,-58.86075949367089,-73.02904564315354,1.2600000000000005,1.4516666666666669,-42.162351294611625,-66.16040007408779,1.3772765246449463,1.5856016936280095,1,Rising Unemployment Risk,LOW RISK,-0.846223664548133,-0.8453851481637114,-1.1545608988692448,-1.6843936514266133,-4.530563363007703,VERY LOW,"Pro-Growth regime: Favor Equities, Tech, Small Caps"
2015-09-01,237.498,5.0,0.14,2.172857142857143,-0.2247587519377591,0.00884296163417,237.855,237.4075,-1.9607843137254832,-15.254237288135595,5.1,5.266666666666667,0.0,55.55555555555558,0.1366666666666669,0.13,0.2636783124587927,-14.261555806087934,2.221515151515153,2.19344696969697,0,,LOW RISK,-1.3775230199457462,-0.4958523591430969,-1.2946027558257243,-1.2407942850692069,-4.408772419983774,VERY LOW,"Pro-Growth regime: Favor Equities, Tech, Small Caps"
2015-10-01,237.733,5.0,0.12,2.07,0.098948201669069,0.127616560670507,237.75466666666665,237.65933333333336,0.0,-12.28070175438597,5.033333333333332,5.2,-14.285714285714302,33.33333333333333,0.1333333333333336,0.13,-4.733727810650901,-10.159794831327684,2.136666666666667,2.21594696969697,0,,LOW RISK,-1.3350341538267207,-0.4958523591430969,-1.3000945933534294,-1.2758152876763706,-4.406796393999618,VERY LOW,"Pro-Growth regime: Favor Equities, Tech, Small Caps"
2016-07-01,240.101,4.8,0.39,1.504,-0.050370074347894,0.8683633430518256,239.96,239.048,-2.0408163265306256,-7.692307692307699,4.833333333333333,4.916666666666667,2.631578947368429,200.0,0.3800000000000003,0.375,-8.520873652197968,-35.299178725068444,1.6514271284271291,1.7380183982683983,0,,LOW RISK,-1.070046891336932,-0.6123632888166353,-1.225954786729411,-1.4685280825785685,-4.376893049461547,VERY LOW,"Pro-Growth regime: Favor Equities, Tech, Small Caps"
2019-09-01,256.43,3.5,2.04,1.6995,0.1538846099767177,1.6844977040391562,256.08933333333334,255.6683333333333,-2.777777777777779,-5.405405405405405,3.6,3.616666666666667,-4.225352112676051,4.615384615384621,2.19,2.293333333333333,4.496925656791495,-43.429397337070775,1.7949848484848492,2.064389249639249,0,,LOW RISK,-0.7780912388983938,-1.3696843316946334,-0.7728781906937422,-1.401963857484258,-4.3226176187710275,VERY LOW,"Pro-Growth regime: Favor Equities, Tech, Small Caps"
2015-04-01,236.222,5.4,0.12,1.935,0.1042478896158938,-0.1040309893939106,235.8466666666667,235.92033333333333,0.0,-12.903225806451612,5.433333333333334,5.566666666666666,9.090909090909085,33.33333333333333,0.1133333333333336,0.11,-5.273698264352456,-28.47209998239746,1.9843301435406704,2.061219785575049,0,,LOW RISK,-1.4179014056515657,-0.2628304997960203,-1.3000945933534294,-1.3217803535982728,-4.302606852399288,VERY LOW,"Pro-Growth regime: Favor Equities, Tech, Small Caps"
2019-10-01,257.155,3.6,1.83,1.7068181818181818,0.2827282299262768,1.7339736996186297,256.5403333333333,255.98866666666663,2.857142857142869,-5.263157894736836,3.5666666666666664,3.6,-10.29411764705882,-16.43835616438356,2.0,2.195,0.4306079328144641,-45.85436193222783,1.6775606060606068,1.9267954545454544,1,Rising Unemployment Risk,LOW RISK,-0.760392196608376,-1.3114288668578642,-0.8305424847346454,-1.3994721485235084,-4.301835696724394,VERY LOW,"Pro-Growth regime: Favor Equities, Tech, Small Caps"
2020-02-01,259.25,3.5,1.58,1.5042105263157897,0.047467072130658,2.34131667975952,259.0023333333333,258.0785,-2.777777777777779,-7.894736842105255,3.5666666666666664,3.5666666666666664,1.935483870967736,-34.16666666666666,1.5600000000000005,1.6833333333333331,-14.417715923512386,-43.79547689282203,1.7082289055973272,1.7238516936280095,0,,LOW RISK,-0.543127461171324,-1.3696843316946334,-0.8991904538309589,-1.4684564021638753,-4.280458648860792,VERY LOW,"Pro-Growth regime: Favor Equities, Tech, Small Caps"
2015-08-01,238.033,5.1,0.14,2.1671428571428573,-0.0004201080517907,0.2413037985344868,237.908,237.1538333333333,-1.9230769230769384,-16.393442622950815,5.199999999999999,5.333333333333333,7.692307692307709,55.55555555555558,0.1333333333333336,0.125,-6.771328007151234,-10.448642266824082,2.285108225108226,2.1717586580086583,0,,LOW RISK,-1.2943648311132898,-0.43759689430632803,-1.2946027558257243,-1.2427398963251604,-4.269304377570502,VERY LOW,"Pro-Growth regime: Favor Equities, Tech, Small Caps"
2019-08-01,256.036,3.6,2.13,1.6263636363636365,0.0914770017435451,1.7376412106666406,255.68366666666665,255.3095,-2.7027027027027084,-5.263157894736836,3.633333333333333,3.6666666666666665,-11.250000000000004,11.518324607329845,2.303333333333333,2.355,-21.01545253863134,-43.70750393323757,1.9198181818181823,2.209631313131313,0,,LOW RISK,-0.7590802182969223,-1.3114288668578642,-0.7481649218190694,-1.4268654706385813,-4.2455394776124376,VERY LOW,"Pro-Growth regime: Favor Equities, Tech, Small Caps"
